price_in_rp,city,property_condition,land_size_m2,building_size_m2,electricity_mah,electricity,bedrooms,bathrooms,furnishing,facilities,swimming_pool,park,jogging_track
1450000000,Bekasi,bagus,131,225,2200 mah,"2,200",4,3,unfurnished,"Tempat Jemuran, Lapangan Tenis, Masjid, Akses Parkir, Kitchen Set, Taman, Taman",No Swimming Pool,Park,No Jogging Track
1400000000,Bekasi,bagus,108,69,2200 mah,"2,200",2,2,unfurnished,"Keamanan 24 jam, Taman",No Swimming Pool,Park,No Jogging Track
620000000,Bekasi,butuh renovasi,96,70,1300 mah,"1,300",2,1,unfurnished,Keamanan,No Swimming Pool,No Park,No Jogging Track
1450000000,Bekasi,bagus,144,110,3500 mah,"3,500",2,2,unfurnished,"Keamanan 24 jam, One Gate System, Lapangan Basket",No Swimming Pool,No Park,No Jogging Track
1800000000,Bekasi,bagus,144,120,2200 mah,"2,200",3,2,unfurnished,Keamanan 24 jam,No Swimming Pool,No Park,No Jogging Track
1600000000,Bekasi,bagus,160,260,2200 mah,"2,200",3,2,unfurnished,"Kolam Ikan, Keamanan 24 jam, AC",Swimming Pool,No Park,No Jogging Track
3000000000,Bekasi,bagus,160,280,7600 mah,"7,600",4,5,unfurnished,AC,No Swimming Pool,No Park,No Jogging Track
3000000000,Bekasi,bagus,160,280,7600 mah,"7,600",4,5,unfurnished,"Keamanan 24 jam, Taman, AC",No Swimming Pool,Park,No Jogging Track
1600000000,Bekasi,bagus,120,260,2200 mah,"2,200",3,2,unfurnished,"Kolam Ikan, Taman, Keamanan 24 jam, AC",Swimming Pool,Park,No Jogging Track
1800000000,Bekasi,bagus,144,120,2200 mah,"2,200",3,2,unfurnished,Kitchen Set,No Swimming Pool,No Park,No Jogging Track
2700000000,Bekasi,bagus,270,175,5500 mah,"5,500",3,3,unfurnished,"Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1400000000,Bekasi,bagus,108,69,2200 mah,"2,200",2,2,unfurnished,Keamanan 24 jam,No Swimming Pool,No Park,No Jogging Track
970000000,Bekasi,baru,53,63,1300 mah,"1,300",3,2,semi furnished,"Masjid, Taman",No Swimming Pool,Park,No Jogging Track
575000000,Bekasi,baru,60,55,1300 mah,"1,300",2,1,unfurnished,"Masjid, Keamanan, Tempat Jemuran, AC",No Swimming Pool,No Park,No Jogging Track
900000000,Bekasi,bagus sekali,72,69,1300 mah,"1,300",3,2,semi furnished,"Masjid, Keamanan 24 jam, Taman, Ac, Taman, AC, Masjid, Keamanan",No Swimming Pool,Park,No Jogging Track
1250000000,Bekasi,baru,60,110,2200 mah,"2,200",3,3,semi furnished,"Jalur Telepon, Jogging Track, Masjid, Taman, CCTV, Ac, Keamanan",No Swimming Pool,Park,Jogging Track
525000000,Bekasi,baru,72,42,1300 mah,"1,300",3,1,unfurnished,"Track Lari, Akses Parkir, One Gate System, Masjid, Keamanan 24 jam, Taman, CCTV, Taman, Playground, Wastafel, Lapangan Voli",No Swimming Pool,Park,Jogging Track
510000000,Bekasi,baru,70,38,1300 mah,"1,300",2,1,unfurnished,"Track Lari, One Gate System, Akses Parkir, Keamanan 24 jam, Taman, Taman, Wastafel, Lapangan Voli",No Swimming Pool,Park,Jogging Track
895000000,Bekasi,bagus,92,120,1300 mah,"1,300",2,2,unfurnished,"Tempat Jemuran, Jogging Track, Track Lari, Wastafel, Taman, Keamanan",No Swimming Pool,Park,Jogging Track
2500000000,Bekasi,bagus,135,110,5500 mah,"5,500",4,3,semi furnished,"Jalur Telepon, Kolam Renang, Keamanan 24 jam, Kolam Renang, Taman, Taman, Jalur Telepon, Keamanan",Swimming Pool,Park,No Jogging Track
1650000000,Bekasi,sudah renovasi,165,180,2200 mah,"2,200",4,3,semi furnished,"Tempat Jemuran, Jogging Track, Track Lari, AC, Masjid, Kitchen Set, Keamanan 24 jam, Taman, Ac, Playground, Pemanas Air, Wastafel, Masjid, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
690000000,Bekasi,bagus,94,75,1300 mah,"1,300",1,1,furnished,"Tempat Jemuran, Track Lari, Akses Parkir, One Gate System, Mesin Cuci, Masjid, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Playground, Wastafel, Jalur Telepon, Kitchen Set",No Swimming Pool,Park,Jogging Track
750000000,Bekasi,baru,78,54,1300 mah,"1,300",2,1,unfurnished,"One Gate System, Keamanan 24 jam, CCTV, Taman, CCTV",No Swimming Pool,Park,No Jogging Track
764000000,Bekasi,baru,78,83,2200 mah,"2,200",3,3,unfurnished,"Track Lari, One Gate System, Keamanan 24 jam, CCTV, Playground, Taman, CCTV",No Swimming Pool,Park,Jogging Track
764000000,Bekasi,baru,78,83,2200 mah,"2,200",3,3,unfurnished,"Track Lari, One Gate System, Keamanan 24 jam, CCTV, Playground, Taman, CCTV",No Swimming Pool,Park,Jogging Track
42000000,Bekasi,baru,60,40,1300 mah,"1,300",2,2,unfurnished,"Track Lari, One Gate System, Masjid, Keamanan 24 jam, CCTV, Taman, CCTV",No Swimming Pool,Park,Jogging Track
1400000000,Bekasi,bagus,77,150,3300 mah,"3,300",3,3,unfurnished,Wastafel,No Swimming Pool,No Park,No Jogging Track
500000000,Bekasi,baru,60,48,2200 mah,"2,200",2,2,unfurnished,"Jalur Telepon, AC, Masjid, Taman, CCTV, Jogging Track, Keamanan",No Swimming Pool,Park,Jogging Track
342000000,Bekasi,baru,66,63,1300 mah,"1,300",2,1,unfurnished,"Tempat Jemuran, One Gate System, Akses Parkir, Keamanan 24 jam, Taman, CCTV, Ac, Taman, Wastafel, AC, Keamanan",No Swimming Pool,Park,No Jogging Track
764000000,Bekasi,baru,78,83,2200 mah,"2,200",3,3,unfurnished,"Tempat Gym, One Gate System, Taman, Playground, CCTV",No Swimming Pool,Park,No Jogging Track
764000000,Bekasi,baru,78,83,2200 mah,"2,200",3,3,unfurnished,"Track Lari, One Gate System, Keamanan 24 jam, CCTV, Playground, Taman, CCTV",No Swimming Pool,Park,Jogging Track
500000000,Bekasi,bagus,60,48,2200 mah,"2,200",2,2,unfurnished,"Jalur Telepon, Jogging Track, CCTV, Taman, AC, Masjid, Keamanan",No Swimming Pool,Park,Jogging Track
1150000000,Bekasi,bagus,90,70,2200 mah,"2,200",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
599000000,Bekasi,bagus,72,60,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1680000000,Bekasi,bagus,200,90,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1560000000,Bekasi,baru,121,105,2200 mah,"2,200",3,3,semi furnished,"Tempat Jemuran, Lapangan Bulu Tangkis, Lapangan Bola, One Gate System, Kolam Renang, AC, Masjid, Kitchen Set, Keamanan 24 jam, Taman, CCTV, Taman, Wastafel, Track Lari",Swimming Pool,Park,Jogging Track
1180000000,Bekasi,baru,84,77,1300 mah,"1,300",3,3,unfurnished,"Tempat Jemuran, Jogging Track, Track Lari, Akses Parkir, One Gate System, Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang, Taman, CCTV, Taman, Playground, Masjid, Keamanan",Swimming Pool,Park,Jogging Track
1180000000,Bekasi,baru,84,77,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Jogging Track, Track Lari, Akses Parkir, One Gate System, Kolam Renang, Masjid, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Taman, Playground, Wastafel, Masjid, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
990000000,Bekasi,baru,95,60,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
800000000,Bekasi,baru,84,91,2200 mah,"2,200",3,2,unfurnished,"Keamanan 24 jam, Taman, Playground, One Gate System, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
718000000,Bekasi,baru,72,40,1300 mah,"1,300",2,1,furnished,"Jalur Telepon, Jogging Track, Lapangan Tenis, Lapangan Bulu Tangkis, AC, CCTV, Jalur Telepon, Tempat Jemuran, Lapangan Bola, Lapangan Voli, Taman, Ac, Tempat Gym, Masjid, Kolam Ikan, Keamanan, Lapangan Basket, Kolam Renang, Track Lari",Swimming Pool,Park,Jogging Track
1390000000,Bekasi,baru,60,64,2200 mah,"2,200",3,2,unfurnished,"Lapangan Bola, Akses Parkir, One Gate System, Lapangan Tenis, Kolam Renang, Masjid, Keamanan 24 jam, Taman, CCTV, Taman, Playground, Wastafel, Tempat Gym, Lapangan Basket, Track Lari",Swimming Pool,Park,Jogging Track
764000000,Bekasi,baru,78,83,2200 mah,"2,200",3,3,unfurnished,"Track Lari, One Gate System, Taman, Playground, CCTV",No Swimming Pool,Park,Jogging Track
1200000000,Bekasi,baru,86,115,2200 mah,"2,200",4,3,unfurnished,"Tempat Jemuran, Ac, Akses Parkir, Masjid, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Taman, Wastafel, AC, Masjid, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
1310000000,Bekasi,baru,86,115,2200 mah,"2,200",3,3,unfurnished,"Tempat Jemuran, Taman, Keamanan 24 jam, One Gate System",No Swimming Pool,Park,No Jogging Track
680000000,Bekasi,bagus,72,36,1300 mah,"1,300",2,1,unfurnished,"Tempat Jemuran, Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
680000000,Bekasi,sudah renovasi,72,36,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1200000000,Bekasi,sudah renovasi,165,90,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
680000000,Bekasi,sudah renovasi,72,36,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
680000000,Bekasi,sudah renovasi,72,36,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1200000000,Bekasi,sudah renovasi,165,90,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
680000000,Bekasi,sudah renovasi,72,36,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1200000000,Bekasi,sudah renovasi,165,90,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
390000000,Bekasi,bagus,60,36,1300 mah,"1,300",2,1,unfurnished,"Jogging Track, Track Lari, AC, Taman, Masjid, CCTV, Jalur Telepon, Keamanan, Lapangan Basket",No Swimming Pool,Park,Jogging Track
455000000,Bekasi,baru,70,41,2200 mah,"2,200",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1010000000,Bekasi,baru,125,65,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Track Lari, Akses Parkir, One Gate System, Masjid, Keamanan 24 jam, Taman, Tempat Laundry, Playground, Wastafel, Jalur Telepon",No Swimming Pool,Park,Jogging Track
690000000,Bekasi,baru,96,48,2200 mah,"2,200",2,1,unfurnished,"Track Lari, One Gate System, Kolam Renang, Keamanan 24 jam, Taman, Playground",Swimming Pool,Park,Jogging Track
988000000,Bekasi,baru,72,60,2200 mah,"2,200",3,2,unfurnished,"Track Lari, CCTV, Taman, Jogging Track, Masjid, CCTV, Keamanan",No Swimming Pool,Park,Jogging Track
465000000,Bekasi,baru,60,55,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Wastafel, Taman",No Swimming Pool,Park,No Jogging Track
480000000,Bekasi,baru,60,55,2200 mah,"2,200",2,2,unfurnished,"One Gate System, Akses Parkir, Taman, Wastafel, CCTV",No Swimming Pool,Park,No Jogging Track
625000000,Bekasi,baru,72,48,1300 mah,"1,300",2,1,unfurnished,"Ac, Keamanan 24 jam, Taman, AC, Keamanan",No Swimming Pool,Park,No Jogging Track
3000000000,Bekasi,bagus,210,310,3300 mah,"3,300",4,4,unfurnished,"Tempat Jemuran, Ac, Jogging Track, Lapangan Bola, Lapangan Tenis, Masjid, Lapangan Voli, Taman, Taman, Wastafel, AC, Lapangan Basket, Keamanan, Track Lari",No Swimming Pool,Park,Jogging Track
1180000000,Bekasi,bagus sekali,84,77,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Jogging Track, Track Lari, Kolam Renang, Taman, Ac, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
1080000000,Bekasi,bagus,105,90,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1050000000,Bekasi,bagus,90,70,2200 mah,"2,200",2,1,furnished,"Lapangan Tenis, AC, Masjid, Lapangan Bulu Tangkis, CCTV, Kulkas, Wastafel, Pemanas Air, Jalur Telepon, Tempat Jemuran, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Playground, Tempat Gym, Lapangan Basket, Kitchen Set, Track Lari",No Swimming Pool,Park,Jogging Track
1080000000,Bekasi,bagus,105,90,2200 mah,"2,200",2,2,unfurnished,"Tempat Jemuran, Keamanan, Keamanan 24 jam, Taman",No Swimming Pool,Park,No Jogging Track
1150000000,Bekasi,bagus,90,70,2200 mah,"2,200",2,1,unfurnished,"Tempat Jemuran, Keamanan 24 jam, Taman",No Swimming Pool,Park,No Jogging Track
1080000000,Bekasi,bagus,105,90,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1080000000,Bekasi,bagus,105,90,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1150000000,Bekasi,bagus,90,70,2200 mah,"2,200",2,1,unfurnished,"Tempat Jemuran, Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
1150000000,Bekasi,bagus,90,70,2200 mah,"2,200",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1150000000,Bekasi,bagus,90,70,2200 mah,"2,200",2,1,unfurnished,"Tempat Jemuran, Keamanan 24 jam, Taman",No Swimming Pool,Park,No Jogging Track
1210000000,Bekasi,baru,84,77,2200 mah,"2,200",3,3,unfurnished,"Ac, Kolam Renang, Taman, CCTV, Jogging Track, Masjid, Keamanan",Swimming Pool,Park,Jogging Track
1180000000,Bekasi,baru,84,77,2200 mah,"2,200",3,3,furnished,"Tempat Jemuran, Track Lari, Kolam Renang, Taman, Taman, Wastafel, Jogging Track, Keamanan",Swimming Pool,Park,Jogging Track
1150000000,Bekasi,bagus,90,70,2200 mah,"2,200",2,1,furnished,"Tempat Jemuran, Lapangan Bulu Tangkis, Track Lari, One Gate System, AC, Kitchen Set, Akses Parkir, Keamanan 24 jam, Taman, CCTV, Playground, Wastafel, Jalur Telepon",No Swimming Pool,Park,Jogging Track
1180000000,Bekasi,bagus,84,77,1300 mah,"1,300",3,3,unfurnished,"Jalur Telepon, Tempat Jemuran, Track Lari, Kolam Renang, Taman, Wastafel, Jogging Track, Masjid, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
968000000,Bekasi,baru,89,52,1300 mah,"1,300",2,1,unfurnished,"Jalur Telepon, Ac, AC, Track Lari, Masjid, Keamanan 24 jam, Taman, CCTV, Taman, Jogging Track, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1650000000,Bekasi,sudah renovasi,165,180,2200 mah,"2,200",4,3,semi furnished,"Tempat Jemuran, Ac, Jogging Track, Lapangan Bola, Lapangan Bulu Tangkis, AC, Kitchen Set, Taman, Taman, Wastafel, Pemanas Air, Masjid, Kolam Ikan, Jalur Telepon, Keamanan, Track Lari",Swimming Pool,Park,Jogging Track
1180000000,Bekasi,baru,84,77,2200 mah,"2,200",3,3,unfurnished,"Tempat Jemuran, Jogging Track, Track Lari, One Gate System, Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang, Taman, Taman, Playground, Wastafel, Keamanan",Swimming Pool,Park,Jogging Track
720000000,Bekasi,baru,80,55,3500 mah,"3,500",2,1,semi furnished,"Tempat Jemuran, Taman",No Swimming Pool,Park,No Jogging Track
1300000000,Bekasi,baru,84,105,2200 mah,"2,200",4,3,unfurnished,"Tempat Jemuran, Jogging Track, Lapangan Bola, AC, Mesin Cuci, Taman, Pemanas Air, CCTV, Ac, Lapangan Voli, Tempat Gym, Masjid, CCTV, Keamanan, Track Lari",No Swimming Pool,Park,Jogging Track
1190000000,Bekasi,baru,101,84,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Masjid, Kitchen Set, CCTV, Wastafel, Jalur Telepon, Tempat Jemuran, Lapangan Bulu Tangkis, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Taman, Playground, Masjid, Keamanan, Tempat Gym, Jogging Track, Track Lari",No Swimming Pool,Park,Jogging Track
1180000000,Bekasi,baru,84,77,2200 mah,"2,200",3,2,semi furnished,"Jalur Telepon, Ac, Tempat Jemuran, Track Lari, AC, Kitchen Set, Kolam Renang, Taman, CCTV, Wastafel, Pemanas Air, Jogging Track, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
1300000000,Bekasi,baru,87,77,2200 mah,"2,200",3,3,unfurnished,"Jogging Track, Track Lari, Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang, Taman, Taman, Masjid, Keamanan",Swimming Pool,Park,Jogging Track
600000000,Bekasi,baru,80,55,1300 mah,"1,300",2,1,semi furnished,"Tempat Jemuran, One Gate System, AC, Kitchen Set, Keamanan 24 jam, Taman, Taman, Wastafel, Jalur Telepon",No Swimming Pool,Park,No Jogging Track
500000000,Bekasi,baru,70,45,1300 mah,"1,300",2,1,unfurnished,"Tempat Jemuran, Taman",No Swimming Pool,Park,No Jogging Track
1100000000,Bekasi,baru,82,72,2200 mah,"2,200",3,3,unfurnished,"Masjid, Keamanan 24 jam, Taman, Taman, Masjid, Keamanan",No Swimming Pool,Park,No Jogging Track
1280000000,Bekasi,bagus,92,130,2200 mah,"2,200",3,3,unfurnished,"Ac, Keamanan 24 jam, Kolam Renang, Taman, Taman, AC, CCTV, Keamanan",Swimming Pool,Park,No Jogging Track
3700000000,Bekasi,sudah renovasi,216,300,5500 mah,"5,500",3,4,semi furnished,"Jogging Track, Lapangan Tenis, AC, Masjid, Kitchen Set, CCTV, Wastafel, AC, Jalur Telepon, Tempat Jemuran, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Playground, Tempat Gym, Masjid, Keamanan, Lapangan Basket, Kolam Renang, Track Lari",Swimming Pool,Park,Jogging Track
1070000000,Bekasi,baru,95,88,3500 mah,"3,500",4,2,semi furnished,"Keamanan 24 jam, Ac, Taman, AC, Keamanan",No Swimming Pool,Park,No Jogging Track
476000000,Bekasi,baru,52,36,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
968000000,Bekasi,baru,70,120,3500 mah,"3,500",3,3,semi furnished,"Keamanan 24 jam, Taman, CCTV, Ac, Taman, AC, CCTV, Keamanan",No Swimming Pool,Park,No Jogging Track
884000000,Bekasi,baru,70,65,2200 mah,"2,200",3,2,semi furnished,"Ac, Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
1180000000,Bekasi,baru,95,140,3500 mah,"3,500",4,3,semi furnished,"AC, Track Lari, Taman, Taman, Ac, Jogging Track, Keamanan",No Swimming Pool,Park,Jogging Track
4040000000,Bekasi,baru,183,136,2200 mah,"2,200",5,4,unfurnished,"Tempat Jemuran, Lapangan Bola, Akses Parkir, One Gate System, Track Lari, Kolam Renang, Masjid, Kitchen Set, Keamanan 24 jam, Taman, CCTV, Playground, Wastafel, Tempat Gym, Jalur Telepon, Lapangan Basket",Swimming Pool,Park,Jogging Track
1100000000,Bekasi,bagus,180,172,2200 mah,"2,200",3,3,semi furnished,"Tempat Jemuran, Kitchen Set, Akses Parkir, Keamanan 24 jam, Tempat Laundry, CCTV, Wastafel, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
2250000000,Bekasi,butuh renovasi,175,250,3500 mah,"3,500",3,2,semi furnished,"Jalur Telepon, Jogging Track, AC, Masjid, CCTV, Kulkas, Wastafel, Pemanas Air, CCTV, Jalur Telepon, Tempat Jemuran, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Playground, Masjid, Lapangan Basket, Kitchen Set, Ac, Mesin Cuci, Track Lari, Kolam Renang, Keamanan",Swimming Pool,Park,Jogging Track
1800000000,Bekasi,bagus,115,113,4400 mah,"4,400",3,2,semi furnished,"AC, Kitchen Set, Akses Parkir, Keamanan 24 jam, Taman, Ac, Playground, Pemanas Air, Wastafel, Keamanan",No Swimming Pool,Park,No Jogging Track
800000000,Bekasi,bagus,97,76,1300 mah,"1,300",2,1,unfurnished,"Jalur Telepon, Taman",No Swimming Pool,Park,No Jogging Track
920000000,Bekasi,baru,70,85,2200 mah,"2,200",3,2,unfurnished,"CCTV, Ac, Taman, Keamanan",No Swimming Pool,Park,No Jogging Track
1970000000,Bekasi,baru,91,165,2200 mah,"2,200",4,4,unfurnished,"Keamanan, Keamanan 24 jam",No Swimming Pool,No Park,No Jogging Track
1990000000,Bekasi,sudah renovasi,178,110,2200 mah,"2,200",3,3,unfurnished,"Garden, Carport",No Swimming Pool,No Park,No Jogging Track
3950000000,Bekasi,butuh renovasi,760,350,4400 mah,"4,400",4,2,unfurnished,Garden,No Swimming Pool,No Park,No Jogging Track
1250000000,Bekasi,bagus,154,150,2200 mah,"2,200",4,3,semi furnished,"Jogging Track, Track Lari, Masjid, Keamanan 24 jam, Taman, Ac, Taman, AC, Masjid, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
5300000000,Bekasi,bagus,707,338,3500 mah,"3,500",6,4,semi furnished,"Masjid, Keamanan 24 jam, CCTV, Ac, Taman, AC, Masjid, CCTV, Keamanan",No Swimming Pool,Park,No Jogging Track
1110000000,Bekasi,baru,75,80,2200 mah,"2,200",3,3,unfurnished,"Tempat Jemuran, Jogging Track, Lapangan Bulu Tangkis, Track Lari, Taman, Wastafel, AC, Masjid, Keamanan, Lapangan Basket",No Swimming Pool,Park,Jogging Track
1870000000,Bekasi,baru,91,165,2200 mah,"2,200",3,4,semi furnished,"Keamanan 24 jam, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1590000000,Bekasi,bagus,118,156,2200 mah,"2,200",3,3,semi furnished,"AC, Masjid, CCTV, Kulkas, Wastafel, Pemanas Air, Tempat Jemuran, Lapangan Bulu Tangkis, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Taman, Playground, Masjid, Kitchen Set, Mesin Cuci, Track Lari, Keamanan",No Swimming Pool,Park,Jogging Track
1620000000,Bekasi,bagus,118,156,2200 mah,"2,200",3,3,furnished,"AC, Masjid, CCTV, Kulkas, Wastafel, Pemanas Air, Tempat Jemuran, Lapangan Bulu Tangkis, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Taman, Playground, Kitchen Set, Mesin Cuci, Track Lari, Keamanan",No Swimming Pool,Park,Jogging Track
500000000,Bekasi,baru,64,47,2200 mah,"2,200",2,1,unfurnished,"Tempat Jemuran, Keamanan 24 jam, CCTV, Taman, CCTV",No Swimming Pool,Park,No Jogging Track
750000000,Bekasi,baru,78,54,2200 mah,"2,200",2,1,unfurnished,"Jalur Telepon, Ac, Tempat Jemuran, Akses Parkir, One Gate System, Masjid, Keamanan 24 jam, Taman, CCTV, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
600000000,Bekasi,bagus,65,53,2200 mah,"2,200",2,2,unfurnished,"Tempat Jemuran, Keamanan 24 jam, Taman, CCTV, Taman, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
799000000,Bekasi,bagus,97,70,2200 mah,"2,200",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
799000000,Bekasi,bagus,97,70,2200 mah,"2,200",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
799000000,Bekasi,bagus,97,70,2200 mah,"2,200",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
